,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,-0.0006823854814866914
128,-0.00036290060295641617
129,0.0040072197578108
130,0.0030493615792479955
131,-0.0007563331571776283
132,0.006412523841640449
133,-0.0052621376986406255
134,0.000851996658320717
135,0.002405327254747849
136,-0.002654025675606123
137,-0.0015366990907730099
138,-0.002341772608839963
139,-0.001786758656612525
140,0.0006097414551537776
141,0.0002940362053956152
142,0.002747682687712813
143,-0.002171791852085509
144,-0.0008599877551743534
145,0.0010313413997696081
146,0.005208057346093304
147,0.003548982025913838
148,0.008069007035590518
149,-0.0029337063264901846
150,-0.0013874546348459438
151,-0.004360118012460189
152,0.009824753731374527
153,-0.0044013380626847405
154,-0.005989664868723818
155,-0.0016901858848784364
156,-0.004983208607614134
157,0.003908186805665025
158,0.002504663955277287
159,-0.008070828195263696
160,0.002974422649556791
161,0.0017222872764023223
162,0.001376981523562957
163,-0.00038478411244517675
164,-0.005181535845489602
165,-0.007049907762491528
166,0.010952904557834951
167,-0.003893408246940269
168,-0.004071558358015428
169,0.007619114071183509
170,-0.01442462151236611
171,0.0005836617353053248
172,-0.005663284060135271
173,-0.005386446220187945
174,-0.006617241527285302
175,-0.005310617607841568
176,-0.005303529626561884
177,0.0017698020782500375
178,-0.003386940434854122
179,0.01222801640678077
180,0.006527063147876626
181,0.002993797528380936
182,0.023821015380779277
183,-0.0018209079467782913
184,-0.007144859602068655
185,0.008432460836729636
186,0.0003899004765913254
187,-0.0002908409816072072
188,-0.014795391329378812
189,0.006954400374964595
190,-0.007031655157810884
191,0.005521216433009858
192,-0.009570690710632504
193,-0.00039608801605942295
194,-0.017401786842730586
195,0.0026143593233270337
196,-0.01117238151618326
197,0.0030708368452988456
198,0.0016047769180249562
199,-0.020147075226154096
200,0.010361762986386358
201,-0.0025692475835383797
202,0.021702703227732663
203,0.024425764652988586
204,0.013873145019322406
205,-0.004357845903481203
206,-0.003868751126049577
207,-0.003302385769498609
208,-0.011587387952562991
209,-0.008014288471878786
210,0.00926645143556815
211,0.006879365770791401
212,-0.00954413450487609
213,0.010368470299361275
214,0.01092707442731046
215,0.007399728781562519
216,-0.01977996212652348
217,-0.001842440135999769
218,-0.005053735822439102
219,-0.014199353334888117
220,-0.012942942256762138
221,0.004115230864658232
222,-0.004716420503753982
223,0.0006918721222274538
224,-0.0026699580988630723
225,-0.0024055375034047963
226,0.0088126286532936
227,0.0024187119006914594
228,-0.001602568953845707
229,0.001017513454771207
230,0.006275412213197422
231,-0.008465506989121616
232,-0.0022161101255811924
233,-0.0014537291508207428
234,-0.0008207178300102014
235,-0.0036392896820071864
236,0.006673370345186969
237,0.008851596658815882
238,-0.004499739521089835
239,-0.0005930500285159156
240,1.1692813070263953e-05
241,0.005385926277424503
242,-0.00039012564836440536
243,-0.008558160612558121
244,0.007526947384947293
245,0.007025289229415245
246,-0.015683280031889093
247,-0.006762288037381547
248,0.014965299881061498
249,6.994442214002788e-05
250,-0.0027911749577253756
251,0.013630785662526292
252,0.006788321587903628
253,0.002602005561358404
254,-0.00019317978515357806
255,-0.002033955078173914
256,0.0016123436961757356
257,-0.006860461816948624
258,-0.006028504915977042
259,-0.0005995445246223266
260,1.637100155547797e-05
261,-0.008195859592509475
262,0.0012508299735246695
263,-0.0056031827305584895
264,-0.007159575817407048
265,-0.008009397765974114
266,-0.0011440681408147568
267,0.01169165469807507
268,0.016219933067968022
269,-0.006778087598367762
270,-0.0005501068809061595
271,0.004583184734465472
272,-0.0022482502535006383
273,-0.006992250552107083
274,-0.00545886944164379
275,-0.0006496699029668103
276,0.0007538741084123188
277,0.006345354652918903
278,0.003653264273037791
279,0.004438171942990185
280,0.021586917089778675
281,-0.0003944857108565147
282,0.015105887936324907
283,-0.004415026936234422
284,-0.0008140241334218184
285,-0.003000987942161317
286,0.012631004963303097
287,0.000689547451953406
288,0.014480451321432107
289,0.0006159007804264591
290,-0.004384188148957758
291,-0.017686047658350027
292,0.0028261711160872277
293,-0.001986817544615862
294,0.004635538528589382
295,-0.005241277947580218
296,-0.005339473981791872
297,-0.00431781414702583
298,-0.00280395039676989
299,0.0009310221507406629
300,0.005638458733255273
301,0.0008254391440698592
302,-0.0008722561000638936
303,-0.0064113026316084025
304,0.005419694638367116
305,-0.010273462840041554
306,-0.005163326495737849
307,0.011674396589618026
308,0.0015540450500134298
309,-0.007463977311078276
310,-0.007511391673089937
311,0.0041475254599701895
312,-0.0024086219786666084
313,0.0012769571259302291
314,-0.00015365520254536562
315,-0.004853342930441336
316,-0.0042748871194827134
317,0.004600623894381765
318,-3.50836811666966e-05
319,-0.013041772966524623
320,-0.009346855390153685
321,0.02241593945929975
322,-0.01016368600603867
323,-0.0001576904728914769
324,-0.002916076938926039
325,-0.00318964391858049
326,-0.00944068417928893
327,0.008163029704370802
328,0.0036990965010710555
329,-0.0073897925604433975
330,0.011288159300787262
331,0.003792114891161554
332,-0.005784088763631691
333,0.0034936948538926292
334,-0.0031177829932092418
335,-0.0005196865969449077
336,-0.0022353271440975577
337,-0.006915436978488031
338,-0.0067379157746004
339,-0.004220785359321926
340,0.006217835538238223
341,0.009197790719792003
342,0.003787753625575799
343,0.0022886909782922397
344,0.001948077620568442
345,0.008012050605096155
346,-0.0032871285971221137
347,-0.003069980897147362
348,0.00706064172507561
349,0.012314593870031433
350,0.00433393967273528
