,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0058033580999256075
148,0.013331775547476332
149,-0.0009717174448256866
150,-0.0006804731430776772
151,-0.004406240183810607
152,0.01598449506958659
153,-0.005109218182288812
154,-0.006791490470565659
155,-0.00017792939134940355
156,-0.004803395393442994
157,0.007590279222841967
158,0.005477673957915061
159,-0.009662264214167575
160,0.00412551073757314
161,0.002316681711607973
162,0.00289454589861759
163,-0.0006738173410078723
164,-0.007789682293817217
165,-0.006950552937265317
166,0.0154090376177067
167,-0.003790725343142368
168,-0.004793676862465271
169,0.010438929815875323
170,-0.018106746663363132
171,0.0013483665920553803
172,-0.006698663792150299
173,-0.006723383310348426
174,-0.008719550786914648
175,-0.007300004180107964
176,-0.006766036794668171
177,0.002628216929789347
178,-0.0034666147892412316
179,0.015916235136939
180,0.008318016290461017
181,0.0029488795418399776
182,0.02860801783285986
183,-0.001793965917387478
184,-0.0072908817541854146
185,0.010302384533942109
186,0.0011638125978510577
187,0.0001832902311270898
188,-0.0169207910895521
189,0.008600791918695363
190,-0.008196652531637824
191,0.007244571157146925
192,-0.010833397666317248
193,-0.0003635360276140916
194,-0.021185720904500566
195,0.003825946396767784
196,-0.014098708431063003
197,0.004870248369843459
198,0.0028451962167291914
199,-0.024887907642406202
200,0.012509216190113673
201,-0.002945897536484807
202,0.024704723858952064
203,0.027133501165827544
204,0.014710468036758493
205,-0.005660582737619651
206,-0.00403855076241578
207,-0.0032405912517955377
208,-0.013110567737292743
209,-0.009194906775803898
210,0.010469344607168772
211,0.007912047107670473
212,-0.011001263296056546
213,0.011621970314980327
214,0.01257407797324704
215,0.008428251607813296
216,-0.022287016232168073
217,-0.0019225250473872111
218,-0.00543965676314385
219,-0.01708228617401343
220,-0.014549652345341875
221,0.005634115088251185
222,-0.004217547594808797
223,0.0018405542342260419
224,-0.0022490393898587442
225,-0.001466693485488951
226,0.011152374004090502
227,0.004105554233128728
228,-0.0010956011913453745
229,0.0031920616860497413
230,0.008477103072424672
231,-0.00879288222758616
232,-0.0020767518580627974
233,-0.0016752754144810816
234,-0.00025060398845973226
235,-0.003226614978346797
236,0.007871654042628901
237,0.009991111749545771
238,-0.004711358372543109
239,-0.00020849677761312118
240,0.0011010719039458285
241,0.007013569848630478
242,0.00021698363287095794
243,-0.009420136817899548
244,0.00843446999144748
245,0.007642466521177713
246,-0.017391860132513058
247,-0.008191626098855785
248,0.016570772418475363
249,0.0006703589081867694
250,-0.002922781418190304
251,0.014971940713027477
252,0.007594628435540783
253,0.0032889780897772856
254,9.18543235377796e-05
255,-0.0014481956394601567
256,0.0024734640948452418
257,-0.007695617083919061
258,-0.006474430115190547
259,-4.7954033177051156e-05
260,3.561793189370551e-05
261,-0.0089965849122331
262,0.001921769776008284
263,-0.006468298575906572
264,-0.007960942653797473
265,-0.009244158074123644
266,-0.001837439887720278
267,0.013520185921227406
268,0.01784795194832749
269,-0.007602979306487121
270,-0.0015814408225320721
271,0.005720528437484565
272,-0.0023806790676061586
273,-0.007705311227493976
274,-0.005999798404657342
275,-0.0004196307836960671
276,0.0012617856328250372
277,0.00750143156648132
278,0.004445736707849981
279,0.00496269147548663
280,0.023047829462194136
281,-0.00040679636664664226
282,0.016724884591438744
283,-0.0048111086725549125
284,-0.0008081158583445502
285,-0.0027464055952928995
286,0.014288845414085536
287,0.00043984318729999684
288,0.01585413282640713
289,0.0007581139100728799
290,-0.00428503802691006
291,-0.019304579935530954
292,0.003017384397678741
293,-0.0015136652053363254
294,0.005594715542348075
295,-0.005221644875656559
296,-0.0053535508958447026
297,-0.004434588485913952
298,-0.0029635143070053933
299,0.001716727505520224
300,0.006523335836707693
301,0.000555267610051326
302,-0.0007962946060003065
303,-0.007420689557627924
304,0.00627752367971092
305,-0.011322628786142073
306,-0.005463911469774153
307,0.01285569519477256
308,0.0018075434052663784
309,-0.008051819113603243
310,-0.008439749597373944
311,0.005466089347733459
312,-0.0020797293121782925
313,0.002243846821029425
314,0.0004017604761281549
315,-0.005542322176339179
316,-0.004958286237287271
317,0.005834240427556909
318,0.00028775815008209106
319,-0.014880868058832479
320,-0.010604536699538194
321,0.02507701027674286
322,-0.01132299221527444
323,0.0003882019298561393
324,-0.003135296773922517
325,-0.0033993975678541263
326,-0.010777291802089852
327,0.00979800362201768
328,0.004689649718384185
329,-0.00803570400105369
330,0.012930162608981449
331,0.0035928660510694257
332,-0.006042409579919926
333,0.0038177774287684756
334,-0.0029906934308448927
335,-0.0005172737448974547
336,-0.0019245798625400529
337,-0.0075232210585774945
338,-0.007049480080769325
339,-0.0046465979311718685
340,0.0074755015395126636
341,0.010877629812684893
342,0.0036681583957122676
343,0.0028005558845509795
344,0.002978279779685272
345,0.009948703058438223
346,-0.002970303779223305
347,-0.002443511321081467
348,0.00894469481097751
349,0.012646958201206268
350,0.004713476520320112
351,0.004392780589905716
352,0.0035980135227925616
353,0.0012327686019801942
354,-0.010291976727984728
355,9.651154159321218e-05
356,-0.012017383485381061
357,0.014984151712184134
358,-0.012749057443288763
359,0.0007955298362415942
360,0.003438425727147673
361,-0.018883300399920883
